store_primary_category,total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_partners,total_busy_partners,total_outstanding_orders,delivery_duration,partner_density,order_day,order_hour,order_period,busy_ratio,avg_item_price,order_size,grouped_category,order_period_encoded,log_delivery_duration,is_high_duration
dessert,2,1660,2,795,865,58.0,56.0,114.0,5445.0,0.5043478260869565,Saturday,3,Night,0.9491525423728814,830.0,Small,Desserts,3,8.602636673233706,1
dessert,2,3390,2,1695,1695,34.0,34.0,54.0,5730.0,0.6181818181818182,Tuesday,1,Night,0.9714285714285714,1695.0,Small,Desserts,3,8.653645314551737,1
indian,4,6180,4,195,2595,69.0,68.0,120.0,5116.0,0.5702479338842975,Saturday,3,Night,0.9714285714285714,1545.0,Medium,Indian,3,8.540323608805092,1
fast,1,741,1,741,741,18.0,18.0,22.0,5047.0,0.782608695652174,Monday,22,Night,0.9473684210526316,741.0,Small,Fast Food,3,8.52674740422105,1
vietnamese,4,3570,4,550,1575,10.0,10.0,15.0,5314.0,0.625,Saturday,2,Night,0.9090909090909092,892.5,Medium,Asian,3,8.57828829077605,1
american,2,1600,2,675,925,3.0,3.0,7.0,5225.0,0.375,Tuesday,0,Night,0.75,800.0,Small,American,3,8.561401446080557,1
vietnamese,3,2175,3,575,925,6.0,5.0,8.0,5902.0,0.6666666666666666,Sunday,1,Night,0.7142857142857143,725.0,Medium,Asian,3,8.683215975240689,1
vietnamese,4,4170,4,350,1595,5.0,5.0,7.0,5238.0,0.625,Saturday,21,Evening,0.8333333333333334,1042.5,Medium,Asian,1,8.56388591940822,1
vietnamese,3,2545,3,395,1150,6.0,6.0,12.0,5545.0,0.4615384615384615,Friday,21,Evening,0.8571428571428571,848.3333333333334,Medium,Asian,1,8.620832226175724,1
american,2,1420,2,295,975,1.0,1.0,1.0,5059.0,0.5,Wednesday,15,Afternoon,0.5,710.0,Small,American,0,8.52912176228151,1
korean,2,2200,2,1000,1200,0.0,0.0,0.0,5705.0,0.0,Thursday,1,Night,0.0,1100.0,Small,Asian,3,8.649273531773446,1
korean,2,2000,2,900,1100,0.0,0.0,0.0,5849.0,0.0,Friday,2,Night,0.0,1000.0,Small,Asian,3,8.674196940225903,1
mediterranean,1,1450,1,1450,1450,64.0,57.0,123.0,5803.0,0.5161290322580645,Tuesday,19,Evening,0.8769230769230769,1450.0,Small,Mediterranean,1,8.666302614004078,1
american,3,2690,3,672,1211,12.0,11.0,24.0,5220.0,0.48,Saturday,17,Evening,0.8461538461538461,896.6666666666666,Medium,American,1,8.560444233410552,1
salad,4,3550,4,550,1400,49.0,51.0,96.0,5737.0,0.5051546391752577,Thursday,3,Night,1.02,887.5,Medium,Healthy,3,8.65486599654131,1
thai,5,3735,5,250,1195,76.0,81.0,166.0,5964.0,0.4550898203592814,Monday,3,Night,1.051948051948052,747.0,Medium,Asian,3,8.693664334532016,1
thai,5,3285,4,150,1195,77.0,83.0,192.0,6106.0,0.3989637305699481,Monday,2,Night,1.064102564102564,657.0,Medium,Asian,3,8.717190933223135,1
thai,4,2490,3,150,1195,136.0,132.0,250.0,5284.0,0.5418326693227091,Saturday,3,Night,0.9635036496350364,622.5,Medium,Asian,3,8.572627898304338,1
thai,6,6270,5,895,1295,82.0,82.0,169.0,5426.0,0.4823529411764706,Monday,1,Night,0.9879518072289156,1045.0,Medium,Asian,3,8.599141774063405,1
chinese,6,4800,5,100,1200,63.0,63.0,96.0,5473.0,0.6494845360824743,Saturday,3,Night,0.984375,800.0,Medium,Asian,3,8.607764889600624,1
chinese,8,3703,5,100,1200,42.0,44.0,74.0,5058.0,0.56,Sunday,3,Night,1.0232558139534884,462.875,Medium,Asian,3,8.528924114291936,1
chinese,5,3400,4,200,1200,53.0,53.0,108.0,6026.0,0.4862385321100917,Monday,2,Night,0.9814814814814816,680.0,Medium,Asian,3,8.704004653483045,1
chinese,9,4850,6,100,1200,21.0,26.0,41.0,4939.0,0.5,Thursday,21,Evening,1.181818181818182,538.8888888888889,Medium,Asian,1,8.505120610181969,1
chinese,7,3953,7,0,1200,35.0,37.0,36.0,5496.0,0.945945945945946,Monday,0,Night,1.0277777777777777,564.7142857142857,Large,Asian,3,8.61195776786066,1
chinese,9,4850,7,100,1100,33.0,34.0,54.0,5197.0,0.6,Tuesday,2,Night,1.0,538.8888888888889,Large,Asian,3,8.556029215201436,1
japanese,3,1850,3,100,1150,31.0,31.0,75.0,4926.0,0.4078947368421052,Monday,2,Night,0.96875,616.6666666666666,Medium,Asian,3,8.502485562543963,1
japanese,1,1450,1,1450,1450,64.0,63.0,109.0,5031.0,0.5818181818181818,Saturday,2,Night,0.9692307692307692,1450.0,Small,Asian,3,8.523572798380277,1
mexican,1,1027,1,749,749,7.0,8.0,12.0,5610.0,0.5384615384615384,Monday,22,Night,1.0,1027.0,Small,Mexican,3,8.632484235750972,1
sushi,3,4150,3,810,1840,111.0,107.0,190.0,5457.0,0.581151832460733,Monday,2,Night,0.9553571428571428,1383.3333333333333,Medium,Asian,3,8.604837701268284,1
burger,4,3610,3,354,1391,30.0,35.0,57.0,5293.0,0.5172413793103449,Monday,1,Night,1.1290322580645162,902.5,Medium,Fast Food,3,8.574329382787047,1
burger,1,1100,1,1100,1100,28.0,28.0,35.0,5130.0,0.7777777777777778,Monday,20,Evening,0.9655172413793104,1100.0,Small,Fast Food,1,8.543055850941965,1
chinese,3,1790,2,370,710,78.0,79.0,130.0,5694.0,0.5954198473282443,Saturday,4,Night,1.0,596.6666666666666,Small,Asian,3,8.647343875881283,1
chinese,2,980,2,270,710,64.0,64.0,142.0,5057.0,0.4475524475524475,Monday,2,Night,0.9846153846153848,490.0,Small,Asian,3,8.52872642722991,1
thai,6,2942,3,160,942,69.0,70.0,96.0,4997.0,0.711340206185567,Saturday,3,Night,1.0,490.3333333333333,Medium,Asian,3,8.516793111394898,1
barbecue,1,1995,1,1995,1995,22.0,14.0,28.0,5203.0,0.7586206896551724,Saturday,2,Night,0.6086956521739131,1995.0,Small,American,3,8.557182839632397,1
fast,36,1464,6,0,299,41.0,47.0,70.0,6024.0,0.5774647887323944,Thursday,4,Night,1.119047619047619,40.666666666666664,Medium,Fast Food,3,8.703672758358856,1
smoothie,2,1159,2,449,450,9.0,9.0,17.0,6281.0,0.5,Wednesday,23,Night,0.9,579.5,Small,Fast Food,3,8.745443680098592,1
dessert,2,3040,2,1495,1545,55.0,57.0,97.0,4935.0,0.5612244897959183,Saturday,2,Night,1.0178571428571428,1520.0,Small,Desserts,3,8.504310565585223,1
dessert,4,4135,4,795,1350,24.0,24.0,40.0,5490.0,0.5853658536585366,Wednesday,5,Morning,0.96,1033.75,Medium,Desserts,2,8.610865667278873,1
dessert,1,795,1,795,795,39.0,54.0,73.0,5190.0,0.527027027027027,Sunday,3,Night,1.35,795.0,Small,Desserts,3,8.55468163582723,1
fast,3,1573,3,265,659,3.0,3.0,9.0,5030.0,0.3,Tuesday,2,Night,0.75,524.3333333333334,Medium,Fast Food,3,8.523374050491318,1
fast,6,1019,5,0,679,5.0,6.0,10.0,5153.0,0.4545454545454545,Friday,20,Evening,1.0,169.83333333333334,Medium,Fast Food,1,8.54752839121231,1
fast,7,2783,4,95,699,3.0,3.0,1.0,5722.0,1.5,Saturday,0,Night,0.75,397.57142857142856,Medium,Fast Food,3,8.652248422409102,1
american,7,4340,5,295,1195,1.0,1.0,0.0,5301.0,1.0,Monday,17,Evening,0.5,620.0,Medium,American,1,8.57583938684897,1
vietnamese,2,2970,2,1395,1575,13.0,13.0,17.0,5063.0,0.7222222222222222,Thursday,4,Night,0.9285714285714286,1485.0,Small,Asian,3,8.529911963824013,1
mexican,4,4016,4,639,1119,40.0,40.0,69.0,5617.0,0.5714285714285714,Monday,1,Night,0.975609756097561,1004.0,Medium,Mexican,3,8.633731007664188,1
korean,4,2900,4,650,900,0.0,0.0,0.0,5450.0,0.0,Wednesday,1,Night,0.0,725.0,Medium,Asian,3,8.603554357064281,1
mediterranean,6,6145,5,425,1395,59.0,58.0,69.0,6402.0,0.8428571428571429,Wednesday,0,Night,0.9666666666666668,1024.1666666666667,Medium,Mediterranean,3,8.764521909518802,1
mediterranean,5,4970,4,425,1450,77.0,76.0,173.0,5746.0,0.4425287356321839,Tuesday,19,Evening,0.9743589743589745,994.0,Medium,Mediterranean,1,8.656433258507741,1
indian,4,5595,3,600,1450,59.0,39.0,73.0,4997.0,0.7972972972972973,Tuesday,19,Evening,0.65,1398.75,Medium,Indian,1,8.516793111394898,1
thai,4,2640,4,150,1195,35.0,47.0,76.0,4996.0,0.4545454545454545,Monday,5,Morning,1.3055555555555556,660.0,Medium,Asian,2,8.516593011344206,1
thai,2,1195,2,300,895,49.0,41.0,38.0,6323.0,1.2564102564102564,Monday,20,Evening,0.82,597.5,Small,Asian,1,8.752107198329362,1
italian,1,2499,1,2499,2499,10.0,10.0,12.0,5321.0,0.7692307692307693,Friday,4,Night,0.9090909090909092,2499.0,Small,Italian,3,8.579604451537634,1
pizza,1,2299,1,2299,2299,11.0,11.0,13.0,5229.0,0.7857142857142857,Monday,1,Night,0.9166666666666666,2299.0,Small,Italian,3,8.56216655705897,1
italian,1,1775,1,1600,1600,67.0,66.0,101.0,5192.0,0.6568627450980392,Saturday,2,Night,0.9705882352941176,1775.0,Small,Italian,3,8.555066843844319,1
american,1,891,1,891,891,45.0,51.0,63.0,4980.0,0.703125,Sunday,5,Morning,1.108695652173913,891.0,Small,American,2,8.513385953073284,1
japanese,2,2800,2,900,1300,60.0,46.0,63.0,5357.0,0.9375,Thursday,2,Night,0.7540983606557377,1400.0,Small,Asian,3,8.586346050104554,1
mexican,3,2248,3,499,900,17.0,18.0,28.0,5304.0,0.5862068965517241,Monday,2,Night,1.0,749.3333333333334,Medium,Mexican,3,8.576405051048084,1
fast,3,1316,3,165,640,9.0,10.0,21.0,5976.0,0.4090909090909091,Monday,4,Night,1.0,438.6666666666667,Medium,Fast Food,3,8.695674048824253,1
pizza,1,1749,1,1399,1399,2.0,2.0,4.0,5081.0,0.4,Sunday,6,Morning,0.6666666666666666,1749.0,Small,Italian,2,8.53346016388011,1
mexican,3,1897,3,399,699,47.0,39.0,56.0,5804.0,0.8245614035087719,Sunday,2,Night,0.8125,632.3333333333334,Medium,Mexican,3,8.666474894131992,1
sushi,9,4705,5,330,1150,105.0,101.0,170.0,4934.0,0.6140350877192983,Friday,2,Night,0.9528301886792452,522.7777777777778,Medium,Asian,3,8.504107951867582,1
japanese,1,800,1,800,800,21.0,23.0,33.0,4915.0,0.6176470588235294,Friday,2,Night,1.0454545454545454,800.0,Small,Asian,3,8.500250470685925,1
smoothie,1,550,1,450,450,6.0,6.0,12.0,5069.0,0.4615384615384615,Thursday,2,Night,0.8571428571428571,550.0,Small,Fast Food,3,8.531096096585228,1
smoothie,3,2377,1,508,572,15.0,9.0,11.0,5461.0,1.25,Tuesday,21,Evening,0.5625,792.3333333333334,Small,Fast Food,1,8.60557030203365,1
korean,5,2900,5,300,800,0.0,0.0,0.0,4915.0,0.0,Thursday,4,Night,0.0,580.0,Medium,Asian,3,8.500250470685925,1
korean,1,1900,1,1900,1900,20.0,19.0,16.0,5055.0,1.1764705882352942,Sunday,1,Night,0.9047619047619048,1900.0,Small,Asian,3,8.528330935826693,1
asian,5,3640,5,275,950,104.0,93.0,152.0,5401.0,0.6797385620915033,Monday,2,Night,0.8857142857142857,728.0,Medium,Asian,3,8.59452453435256,1
burmese,2,1945,2,250,1695,37.0,33.0,63.0,4921.0,0.578125,Sunday,3,Night,0.868421052631579,972.5,Small,Asian,3,8.501470230951002,1
burmese,5,4095,3,250,1200,55.0,55.0,98.0,5319.0,0.5555555555555556,Saturday,3,Night,0.9821428571428572,819.0,Medium,Asian,3,8.57922858233569,1
burmese,2,2600,1,1300,1300,55.0,55.0,93.0,4919.0,0.5851063829787234,Saturday,3,Night,0.9821428571428572,1300.0,Small,Asian,3,8.501063809486354,1
seafood,4,4490,4,610,1917,18.0,18.0,21.0,4942.0,0.8181818181818182,Sunday,20,Evening,0.9473684210526316,1122.5,Medium,Other,1,8.505727713306959,1
seafood,3,4647,2,1049,1799,9.0,8.0,8.0,4940.0,1.0,Wednesday,0,Night,0.8,1549.0,Small,Other,3,8.50532301884575,1
chinese,3,2785,3,695,1195,88.0,109.0,109.0,5850.0,0.8,Sunday,1,Night,1.2247191011235956,928.3333333333334,Medium,Asian,3,8.674367865788236,1
pizza,3,1195,2,375,395,9.0,21.0,44.0,5644.0,0.2,Monday,4,Night,2.1,398.3333333333333,Small,Italian,3,8.638525476583762,1
mediterranean,6,6275,6,425,1450,68.0,64.0,75.0,5680.0,0.8947368421052632,Wednesday,1,Night,0.927536231884058,1045.8333333333333,Medium,Mediterranean,3,8.644882552557126,1
mediterranean,3,3040,3,895,1195,65.0,65.0,138.0,4941.0,0.4676258992805755,Thursday,19,Evening,0.9848484848484848,1013.3333333333334,Medium,Mediterranean,1,8.505525386548555,1
mediterranean,1,1250,1,1250,1250,51.0,46.0,50.0,5507.0,1.0,Wednesday,0,Night,0.8846153846153846,1250.0,Small,Mediterranean,3,8.613956859848546,1
seafood,4,2574,3,325,1299,73.0,74.0,137.0,5298.0,0.5289855072463768,Thursday,3,Night,1.0,643.5,Medium,Other,3,8.575273402492762,1
thai,3,3085,3,895,1195,74.0,69.0,186.0,6219.0,0.3957219251336898,Monday,2,Night,0.92,1028.3333333333333,Medium,Asian,3,8.735525185733225,1
thai,3,2585,2,795,995,107.0,111.0,196.0,4969.0,0.5431472081218274,Sunday,3,Night,1.0277777777777777,861.6666666666666,Small,Asian,3,8.511175119090675,1
chinese,4,3800,4,800,800,98.0,95.0,193.0,4925.0,0.5051546391752577,Thursday,2,Night,0.9595959595959596,950.0,Medium,Asian,3,8.502282578680484,1
chinese,2,1500,2,600,800,56.0,62.0,124.0,5030.0,0.448,Thursday,4,Night,1.087719298245614,750.0,Small,Asian,3,8.523374050491318,1
chinese,5,3800,4,600,800,66.0,59.0,77.0,5382.0,0.8461538461538461,Thursday,1,Night,0.8805970149253731,760.0,Medium,Asian,3,8.591001118560957,1
american,2,2240,2,891,1179,89.0,111.0,112.0,5274.0,0.7876106194690266,Tuesday,2,Night,1.2333333333333334,1120.0,Small,American,3,8.570733958344267,1
sushi,10,3370,10,295,400,6.0,7.0,7.0,6132.0,0.75,Monday,0,Night,1.0,337.0,Large,Asian,3,8.721439305625983,1
sushi,5,1475,4,295,295,16.0,16.0,20.0,5494.0,0.7619047619047619,Saturday,2,Night,0.9411764705882352,295.0,Medium,Asian,3,8.611593866837723,1
barbecue,2,2095,2,400,1695,85.0,86.0,182.0,6224.0,0.4644808743169399,Monday,2,Night,1.0,1047.5,Small,American,3,8.736328721332908,1
sushi,8,5235,5,343,1239,106.0,125.0,170.0,5056.0,0.6198830409356725,Sunday,2,Night,1.1682242990654206,654.375,Medium,Asian,3,8.528528701079983,1
thai,2,2500,2,1150,1250,61.0,80.0,103.0,5125.0,0.5865384615384616,Sunday,2,Night,1.2903225806451613,1250.0,Small,Asian,3,8.542080906924017,1
burger,1,1450,1,1350,1350,67.0,43.0,58.0,5528.0,1.1355932203389831,Wednesday,2,Night,0.6323529411764706,1450.0,Small,Fast Food,3,8.617762246337932,1
vietnamese,5,3350,5,0,925,41.0,30.0,29.0,5549.0,1.3666666666666667,Monday,1,Night,0.7142857142857143,670.0,Medium,Asian,3,8.62155320674048,1
vietnamese,4,2435,4,495,695,24.0,24.0,27.0,4941.0,0.8571428571428571,Wednesday,1,Night,0.96,608.75,Medium,Asian,3,8.505525386548555,1
vietnamese,1,1025,1,925,925,31.0,32.0,53.0,5564.0,0.5740740740740741,Tuesday,2,Night,1.0,1025.0,Small,Asian,3,8.624252263709645,1
pizza,2,3543,2,1400,2143,25.0,25.0,45.0,5070.0,0.5434782608695652,Monday,1,Night,0.9615384615384616,1771.5,Small,Italian,3,8.531293315795018,1
burmese,3,2820,3,325,1595,56.0,55.0,103.0,4925.0,0.5384615384615384,Saturday,3,Night,0.9649122807017544,940.0,Medium,Asian,3,8.502282578680484,1
burmese,5,4335,3,325,1295,51.0,45.0,73.0,5641.0,0.6891891891891891,Sunday,2,Night,0.8653846153846154,867.0,Medium,Asian,3,8.637993891561942,1
chinese,2,2020,2,995,1025,3.0,3.0,6.0,5838.0,0.4285714285714285,Saturday,19,Evening,0.75,1010.0,Small,Asian,1,8.672314828283538,1
sandwich,2,1548,2,759,789,25.0,25.0,49.0,5243.0,0.5,Saturday,2,Night,0.9615384615384616,774.0,Small,Fast Food,3,8.56483984488359,1
steak,4,3946,4,299,1549,15.0,16.0,24.0,5969.0,0.6,Monday,2,Night,1.0,986.5,Medium,American,3,8.694502206386648,1
dessert,4,5264,4,869,1550,37.0,36.0,67.0,5495.0,0.5441176470588235,Tuesday,4,Night,0.9473684210526316,1316.0,Medium,Desserts,3,8.611775833902186,1
dessert,2,2764,2,869,1895,53.0,54.0,90.0,5588.0,0.5824175824175825,Saturday,2,Night,1.0,1382.0,Small,Desserts,3,8.628555659269699,1
dessert,1,1695,1,1695,1695,15.0,20.0,32.0,6068.0,0.4545454545454545,Thursday,5,Morning,1.25,1695.0,Small,Desserts,2,8.710949125835855,1
dessert,4,3585,4,795,1695,29.0,42.0,37.0,5559.0,0.7631578947368421,Monday,3,Night,1.4,896.25,Medium,Desserts,3,8.623353387244627,1
catering,1,2435,1,2200,2200,20.0,20.0,25.0,5402.0,0.7692307692307693,Saturday,2,Night,0.9523809523809524,2435.0,Small,Other,3,8.594709633844065,1
indian,3,3150,1,1050,1050,26.0,25.0,39.0,4988.0,0.65,Saturday,2,Night,0.925925925925926,1050.0,Small,Indian,3,8.514990767861038,1
indian,1,950,1,950,950,25.0,25.0,44.0,5244.0,0.5555555555555556,Monday,3,Night,0.9615384615384616,950.0,Small,Indian,3,8.565030520830398,1
chinese,3,3240,3,150,1695,100.0,123.0,161.0,4944.0,0.6172839506172839,Sunday,2,Night,1.2178217821782178,1080.0,Medium,Asian,3,8.506132244056813,1
fast,11,3290,9,100,640,32.0,32.0,43.0,5248.0,0.7272727272727273,Sunday,5,Morning,0.9696969696969696,299.09090909090907,Large,Fast Food,2,8.5657928612523,1
chinese,4,3490,3,200,1395,48.0,19.0,47.0,5369.0,1.0,Monday,2,Night,0.3877551020408163,872.5,Medium,Asian,3,8.58858318750291,1
chinese,2,1895,2,200,1695,37.0,30.0,59.0,5091.0,0.6166666666666667,Monday,2,Night,0.7894736842105263,947.5,Small,Asian,3,8.535425959677298,1
mediterranean,6,4366,5,85,1450,116.0,100.0,161.0,4947.0,0.7160493827160493,Friday,2,Night,0.8547008547008547,727.6666666666666,Medium,Mediterranean,3,8.506738733512378,1
mediterranean,2,1845,2,895,950,81.0,78.0,109.0,5449.0,0.7363636363636363,Tuesday,21,Evening,0.951219512195122,922.5,Small,Mediterranean,1,8.60337088765729,1
seafood,2,2598,2,1299,1299,76.0,80.0,176.0,4993.0,0.4293785310734463,Wednesday,19,Evening,1.0389610389610389,1299.0,Small,Other,1,8.515992470839718,1
japanese,3,2000,3,400,1100,31.0,37.0,79.0,5248.0,0.3875,Monday,3,Night,1.15625,666.6666666666666,Medium,Asian,3,8.5657928612523,1
other,2,3400,1,975,975,16.0,11.0,18.0,4971.0,0.8421052631578947,Wednesday,2,Night,0.6470588235294118,1700.0,Small,Other,3,8.511577452630602,1
other,2,2575,2,700,975,22.0,21.0,38.0,5549.0,0.5641025641025641,Sunday,2,Night,0.9130434782608696,1287.5,Small,Other,3,8.62155320674048,1
sushi,10,3270,9,295,400,16.0,9.0,13.0,5434.0,1.1428571428571428,Tuesday,1,Night,0.5294117647058824,327.0,Large,Asian,3,8.60061479955531,1
barbecue,1,1095,1,1095,1095,86.0,86.0,152.0,5617.0,0.5620915032679739,Monday,2,Night,0.9885057471264368,1095.0,Small,American,3,8.633731007664188,1
barbecue,3,4015,3,325,1995,114.0,113.0,221.0,5129.0,0.5135135135135135,Sunday,3,Night,0.982608695652174,1338.3333333333333,Medium,American,3,8.542860938164814,1
burger,4,3200,4,425,1350,77.0,60.0,83.0,5080.0,0.9166666666666666,Thursday,3,Night,0.7692307692307693,800.0,Medium,Fast Food,3,8.533263371593732,1
vietnamese,3,2215,3,595,925,61.0,62.0,65.0,5044.0,0.9242424242424242,Saturday,2,Night,1.0,738.3333333333334,Medium,Asian,3,8.52615293278771,1
japanese,2,3790,2,995,2795,20.0,20.0,35.0,5859.0,0.5555555555555556,Monday,3,Night,0.9523809523809524,1895.0,Small,Asian,3,8.675904882571059,1
mediterranean,8,4055,8,150,1295,21.0,20.0,30.0,5225.0,0.6774193548387096,Wednesday,3,Night,0.9090909090909092,506.875,Large,Mediterranean,3,8.561401446080557,1
japanese,1,1095,1,1095,1095,16.0,16.0,23.0,4973.0,0.6666666666666666,Thursday,19,Evening,0.9411764705882352,1095.0,Small,Asian,1,8.51197962436335,1
pizza,3,4743,3,900,2143,41.0,40.0,45.0,5486.0,0.8913043478260869,Saturday,1,Night,0.9523809523809524,1581.0,Medium,Italian,3,8.610136937058975,1
pizza,3,6243,3,1600,2143,40.0,40.0,86.0,5450.0,0.4597701149425287,Tuesday,2,Night,0.975609756097561,2081.0,Medium,Italian,3,8.603554357064281,1
pizza,2,3300,2,1400,1500,36.0,37.0,96.0,5467.0,0.3711340206185567,Monday,2,Night,1.0,1650.0,Small,Italian,3,8.60666819784384,1
pizza,5,5950,5,900,1400,45.0,46.0,79.0,5117.0,0.5625,Sunday,2,Night,1.0,1190.0,Medium,Italian,3,8.540519016719735,1
mexican,4,4170,4,325,1495,49.0,36.0,67.0,5698.0,0.7205882352941176,Sunday,2,Night,0.72,1042.5,Medium,Mexican,3,8.648045999835,1
burmese,3,2920,3,325,1300,35.0,28.0,34.0,5168.0,1.0,Wednesday,2,Night,0.7777777777777778,973.3333333333334,Medium,Asian,3,8.550434525196039,1
burmese,4,4638,4,360,1513,52.0,52.0,71.0,5250.0,0.7222222222222222,Tuesday,2,Night,0.981132075471698,1159.5,Medium,Asian,3,8.566173813637858,1
fast,4,1972,4,265,549,7.0,7.0,8.0,5936.0,0.7777777777777778,Sunday,3,Night,0.875,493.0,Medium,Fast Food,3,8.688959234270676,1
fast,2,848,2,169,659,1.0,1.0,2.0,5273.0,0.3333333333333333,Monday,23,Night,0.5,424.0,Small,Fast Food,3,8.570544366913232,1
pizza,1,2700,1,2700,2700,76.0,78.0,122.0,5431.0,0.6178861788617886,Monday,1,Night,1.0129870129870129,2700.0,Small,Italian,3,8.600062669238532,1
dessert,1,1795,1,1795,1795,28.0,26.0,86.0,6063.0,0.3218390804597701,Monday,2,Night,0.896551724137931,1795.0,Small,Desserts,3,8.710124927322207,1
dessert,4,5305,4,795,1950,56.0,56.0,94.0,5810.0,0.5894736842105263,Monday,2,Night,0.9824561403508772,1326.25,Medium,Desserts,3,8.667507952075105,1
dessert,6,5980,6,595,1350,25.0,24.0,27.0,4936.0,0.8928571428571429,Sunday,23,Night,0.9230769230769232,996.6666666666666,Medium,Desserts,3,8.504513138258863,1
mediterranean,1,770,1,695,695,39.0,39.0,68.0,5497.0,0.5652173913043478,Tuesday,3,Night,0.975,770.0,Small,Mediterranean,3,8.612139668725192,1
mediterranean,1,1025,1,925,925,9.0,9.0,14.0,5645.0,0.6,Thursday,23,Night,0.9,1025.0,Small,Mediterranean,3,8.638702608813434,1
breakfast,4,2147,4,429,929,3.0,3.0,5.0,5299.0,0.5,Saturday,18,Evening,0.75,536.75,Medium,Other,1,8.575462099540212,1
fast,3,970,3,165,511,29.0,29.0,52.0,5092.0,0.5471698113207547,Monday,1,Night,0.9666666666666668,323.3333333333333,Medium,Fast Food,3,8.535622326884605,1
fast,3,1250,3,165,536,6.0,7.0,5.0,5632.0,1.0,Friday,6,Morning,1.0,416.6666666666667,Medium,Fast Food,2,8.636397438894713,1
chinese,5,5275,5,895,1195,48.0,33.0,58.0,5376.0,0.8135593220338984,Monday,2,Night,0.673469387755102,1055.0,Medium,Asian,3,8.589885876809678,1
chinese,5,4285,5,200,1395,56.0,55.0,103.0,5998.0,0.5384615384615384,Saturday,3,Night,0.9649122807017544,857.0,Medium,Asian,3,8.699348067653093,1
mediterranean,4,3835,4,85,1450,70.0,64.0,158.0,4916.0,0.440251572327044,Friday,19,Evening,0.9014084507042254,958.75,Medium,Mediterranean,1,8.50045386741194,1
mediterranean,1,1760,1,1603,1589,95.0,96.0,194.0,5047.0,0.4871794871794871,Tuesday,20,Evening,1.0,1760.0,Small,Mediterranean,1,8.52674740422105,1
mediterranean,1,1450,1,1450,1450,84.0,89.0,128.0,5060.0,0.6511627906976745,Friday,3,Night,1.0470588235294118,1450.0,Small,Mediterranean,3,8.529319371214077,1
burger,6,6250,6,450,2600,0.0,0.0,0.0,5155.0,0.0,Thursday,2,Night,0.0,1041.6666666666667,Medium,Fast Food,3,8.547916364059079,1
other,2,2300,2,950,1050,35.0,44.0,83.0,5134.0,0.4166666666666667,Thursday,4,Night,1.2222222222222223,1150.0,Small,Other,3,8.543835122362658,1
american,5,3005,4,69,1099,58.0,56.0,59.0,5286.0,0.9666666666666668,Saturday,19,Evening,0.9491525423728814,601.0,Medium,American,1,8.57300625623545,1
barbecue,5,3360,5,95,1395,119.0,118.0,216.0,5568.0,0.5483870967741935,Sunday,3,Night,0.9833333333333332,672.0,Medium,American,3,8.624970783589669,1
burger,2,2950,2,1025,1475,39.0,43.0,73.0,5001.0,0.527027027027027,Tuesday,3,Night,1.075,1475.0,Small,Fast Food,3,8.517593111437565,1
korean,3,4097,3,999,1999,42.0,45.0,64.0,5331.0,0.6461538461538462,Saturday,4,Night,1.0465116279069768,1365.6666666666667,Medium,Asian,3,8.5814816812986,1
japanese,2,1645,2,450,1095,13.0,13.0,18.0,5890.0,0.6842105263157895,Tuesday,3,Night,0.9285714285714286,822.5,Small,Asian,3,8.681181041521688,1
japanese,3,2115,3,195,1295,14.0,15.0,28.0,5433.0,0.4827586206896552,Wednesday,3,Night,1.0,705.0,Medium,Asian,3,8.600430789986293,1
japanese,8,5438,8,453,1035,28.0,19.0,26.0,6123.0,1.037037037037037,Thursday,19,Evening,0.6551724137931034,679.75,Large,Asian,1,8.719970756777574,1
japanese,7,5370,6,100,1595,20.0,20.0,36.0,5605.0,0.5405405405405406,Monday,3,Night,0.9523809523809524,767.1428571428571,Medium,Asian,3,8.631592731724734,1
pizza,1,3100,1,2700,2700,138.0,136.0,253.0,5686.0,0.5433070866141733,Saturday,3,Night,0.9784172661870504,3100.0,Small,Italian,3,8.645938147306799,1
salad,2,1650,2,350,1100,21.0,21.0,23.0,5189.0,0.875,Wednesday,2,Night,0.9545454545454546,825.0,Small,Healthy,3,8.554488976159934,1
dessert,2,1660,2,795,865,41.0,40.0,70.0,5026.0,0.5774647887323944,Tuesday,3,Night,0.9523809523809524,830.0,Small,Desserts,3,8.522578663692576,1
indian,3,2495,2,350,1795,34.0,34.0,36.0,5277.0,0.918918918918919,Saturday,1,Night,0.9714285714285714,831.6666666666666,Small,Indian,3,8.57130251706327,1
indian,2,1745,2,350,1395,19.0,21.0,25.0,5502.0,0.7307692307692307,Monday,22,Night,1.05,872.5,Small,Indian,3,8.613048677059759,1
mediterranean,3,2700,3,725,1050,69.0,63.0,88.0,5966.0,0.7752808988764045,Sunday,2,Night,0.9,900.0,Medium,Mediterranean,3,8.693999567522082,1
mediterranean,2,1370,2,495,525,59.0,59.0,65.0,5220.0,0.8939393939393939,Wednesday,2,Night,0.9833333333333332,685.0,Small,Mediterranean,3,8.560444233410552,1
sandwich,3,4100,3,375,1825,59.0,68.0,102.0,5614.0,0.5728155339805825,Saturday,3,Night,1.1333333333333333,1366.6666666666667,Medium,Fast Food,3,8.633196867172543,1
